order_id,product_id,quantity,discount
O05052,P0129,1,0.0
O05053,P0028,2,0.05
O05053,P0061,2,0.05
O05054,P0040,1,0.0
O05054,P0198,2,0.1
O05054,P0002,3,0.05
O05054,P0014,2,0.15
O05055,P0192,1,0.0
O05055,P0073,1,0.05
O05056,P0129,4,0.05
O05056,P0075,1,0.0
O05056,P0038,1,0.0
O05057,P0011,2,0.05
O05057,P0199,3,0.2
O05058,P0131,1,0.05
O05058,P0198,1,0.0
O05058,P0065,3,0.05
O05059,P0075,1,0.0
O05060,P0103,2,0.05
O05061,P0175,1,0.1
O05062,P0050,5,0.05
O05062,P0008,2,0.05
O05063,P0037,2,0.1
O05063,P0026,2,0.0
O05063,P0178,1,0.1
O05064,P0111,3,0.0
O05065,P0143,2,0.2
O05065,P0053,1,0.0
O05066,P0071,2,0.05
O05066,P0056,1,0.0
O05067,P0036,3,0.1
O05068,P0018,2,0.15
O05068,P0105,2,0.05
O05069,P0197,4,0.05
O05069,P0112,1,0.1
O05069,P0163,1,0.0
O05070,P0180,1,0.05
O05070,P0079,3,0.0
O05071,P0123,4,0.05
O05071,P0136,1,0.05
O05072,P0110,3,0.0
O05072,P0070,1,0.0
O05073,P0050,1,0.1
O05073,P0028,1,0.0
O05073,P0007,3,0.0
O05074,P0042,1,0.1
O05075,P0075,3,0.0
O05075,P0118,1,0.05
O05075,P0095,1,0.0
O05076,P0094,2,0.15
O05076,P0031,1,0.0
O05077,P0098,1,0.05
O05077,P0051,2,0.05
O05078,P0118,1,0.1
O05079,P0135,1,0.05
O05080,P0062,1,0.05
O05081,P0015,2,0.2
O05082,P0076,1,0.0
O05082,P0007,1,0.0
O05082,P0137,1,0.1
O05082,P0102,1,0.0
O05083,P0112,2,0.0
O05084,P0040,1,0.0
O05084,P0106,3,0.0
O05085,P0189,2,0.0
O05085,P0069,1,0.05
O05085,P0133,1,0.1
O05086,P0097,2,0.05
O05086,P0096,1,0.05
O05087,P0028,1,0.1
O05087,P0007,2,0.0
O05087,P0185,3,0.0
O05088,P0035,3,0.0
O05089,P0155,1,0.0
O05090,P0147,2,0.0
O05090,P0038,1,0.15
O05090,P0041,1,0.1
O05091,P0184,1,0.0
O05092,P0082,1,0.0
O05092,P0182,1,0.0
O05093,P0058,3,0.05
O05093,P0056,1,0.05
O05093,P0099,1,0.0
O05094,P0125,1,0.0
O05094,P0122,1,0.15
O05095,P0064,4,0.05
O05095,P0012,3,0.15
O05095,P0124,1,0.0
O05096,P0055,1,0.0
O05096,P0128,5,0.1
O05097,P0090,3,0.0
O05097,P0082,2,0.0
O05098,P0136,1,0.2
O05098,P0098,1,0.15
O05098,P0148,1,0.0
O05099,P0124,1,0.1
O05100,P0021,1,0.1
O05100,P0150,1,0.05
O05101,P0004,1,0.0
O05101,P0011,3,0.0
O05101,P0040,2,0.1
O05102,P0191,1,0.1
O05103,P0056,4,0.0
O05104,P0156,2,0.05
O05105,P0094,3,0.05
O05105,P0120,1,0.0
O05106,P0040,1,0.0
O05106,P0191,3,0.05
O05107,P0064,4,0.05
O05107,P0040,1,0.1
O05107,P0003,1,0.0
O05108,P0161,3,0.15
O05108,P0112,2,0.1
O05108,P0124,1,0.15
O05109,P0011,1,0.15
O05109,P0183,2,0.1
O05110,P0172,2,0.1
O05110,P0003,5,0.15
O05111,P0197,2,0.2
O05111,P0151,1,0.15
O05112,P0191,4,0.05
O05112,P0051,1,0.05
O05113,P0050,2,0.2
O05114,P0088,4,0.05
O05114,P0078,4,0.05
O05114,P0127,1,0.05
O05115,P0154,1,0.0
O05115,P0103,2,0.0
O05116,P0036,1,0.0
O05117,P0113,2,0.1
O05118,P0082,2,0.05
O05118,P0080,2,0.0
O05119,P0076,1,0.0
O05120,P0106,1,0.0
O05120,P0051,3,0.0
O05121,P0087,4,0.05
O05122,P0122,1,0.05
O05122,P0024,1,0.1
O05123,P0186,2,0.05
O05123,P0172,1,0.05
O05124,P0117,2,0.0
O05125,P0011,1,0.05
O05126,P0170,1,0.1
O05126,P0152,1,0.0
O05127,P0102,3,0.0
O05127,P0158,3,0.0
O05128,P0163,1,0.0
O05129,P0124,1,0.05
O05129,P0187,2,0.0
O05130,P0150,1,0.0
O05131,P0034,2,0.0
O05131,P0179,1,0.0
O05132,P0047,5,0.0
O05132,P0083,4,0.0
O05132,P0174,1,0.15
O05133,P0137,2,0.1
O05133,P0064,1,0.2
O05134,P0083,1,0.1
O05134,P0054,3,0.0
O05134,P0109,1,0.05
O05135,P0070,2,0.1
O05135,P0014,1,0.0
O05136,P0086,4,0.0
O05137,P0029,2,0.0
O05137,P0058,2,0.05
O05138,P0129,1,0.05
O05138,P0086,1,0.05
O05138,P0166,3,0.0
O05138,P0006,3,0.1
O05139,P0064,3,0.1
O05139,P0181,1,0.0
O05140,P0026,1,0.05
O05140,P0094,1,0.0
O05140,P0004,2,0.1
O05141,P0043,1,0.05
O05141,P0103,1,0.1
O05142,P0002,3,0.0
O05142,P0110,1,0.0
O05142,P0125,3,0.0
O05143,P0146,1,0.05
O05143,P0067,3,0.05
O05143,P0127,1,0.05
O05144,P0097,2,0.05
O05145,P0194,3,0.0
O05146,P0044,2,0.0
O05146,P0146,1,0.1
O05147,P0087,2,0.05
O05147,P0064,3,0.1
O05148,P0023,2,0.0
O05148,P0078,1,0.1
O05149,P0144,2,0.0
O05149,P0053,2,0.0
O05150,P0068,1,0.0
O05151,P0107,1,0.2
O05151,P0179,1,0.05
O05152,P0124,1,0.1
O05152,P0014,3,0.1
O05153,P0088,1,0.05
O05154,P0025,3,0.05
O05154,P0113,2,0.1
O05155,P0129,2,0.15
O05155,P0038,1,0.0
O05155,P0114,2,0.0
O05156,P0022,4,0.0
O05157,P0134,3,0.0
O05158,P0127,3,0.0
O05159,P0011,3,0.1
O05160,P0009,1,0.0
O05160,P0183,2,0.1
O05161,P0157,1,0.1
O05162,P0070,2,0.0
O05163,P0017,2,0.05
O05163,P0086,1,0.0
O05164,P0059,2,0.0
O05164,P0180,2,0.1
O05165,P0158,4,0.15
O05165,P0011,1,0.05
O05166,P0117,4,0.0
O05167,P0129,2,0.05
O05167,P0099,1,0.0
O05168,P0018,4,0.0
O05168,P0055,3,0.1
O05169,P0170,1,0.0
O05169,P0132,2,0.2
O05169,P0143,2,0.05
O05170,P0197,2,0.0
O05171,P0053,2,0.15
O05172,P0175,2,0.0
O05173,P0088,1,0.2
O05174,P0042,1,0.1
O05174,P0015,1,0.0
O05175,P0185,1,0.15
O05175,P0036,2,0.05
O05175,P0097,3,0.05
O05176,P0183,1,0.0
O05176,P0018,1,0.0
O05176,P0180,2,0.0
O05176,P0055,1,0.2
O05177,P0120,2,0.05
O05177,P0031,1,0.0
O05177,P0180,2,0.05
O05178,P0145,2,0.15
O05178,P0093,3,0.0
O05179,P0136,1,0.0
O05180,P0177,2,0.0
O05181,P0187,2,0.1
O05182,P0088,2,0.0
O05182,P0051,1,0.05
O05182,P0101,4,0.0
O05182,P0040,3,0.1
O05183,P0153,2,0.0
O05183,P0142,3,0.0
O05184,P0087,1,0.1
O05184,P0071,3,0.05
O05184,P0103,1,0.0
O05184,P0035,3,0.05
O05185,P0146,2,0.0
O05185,P0076,2,0.15
O05186,P0007,1,0.0
O05187,P0002,1,0.0
O05188,P0009,1,0.0
O05188,P0118,2,0.0
O05188,P0082,1,0.15
O05189,P0062,2,0.0
O05190,P0137,4,0.0
O05191,P0160,1,0.15
O05191,P0014,1,0.1
O05192,P0085,2,0.05
O05192,P0023,3,0.0
O05193,P0168,1,0.0
O05193,P0172,1,0.0
O05194,P0065,1,0.0
O05195,P0149,2,0.0
O05195,P0122,2,0.15
O05195,P0024,1,0.2
O05196,P0026,1,0.0
O05196,P0160,1,0.2
O05197,P0188,3,0.0
O05197,P0115,3,0.1
O05198,P0146,3,0.0
O05198,P0050,1,0.15
O05199,P0192,2,0.0
O05200,P0021,2,0.05
O05200,P0087,2,0.0
O05200,P0116,1,0.1
O05201,P0027,2,0.1
O05201,P0035,1,0.1
O05201,P0042,1,0.05
O05202,P0093,1,0.05
O05202,P0066,3,0.05
O05203,P0192,1,0.15
O05204,P0101,1,0.0
O05204,P0156,1,0.1
O05205,P0066,3,0.0
O05205,P0016,3,0.05
O05206,P0082,4,0.0
O05207,P0027,1,0.0
O05208,P0018,4,0.1
O05208,P0106,3,0.05
O05209,P0137,3,0.0
O05209,P0060,1,0.05
O05210,P0118,5,0.0
O05211,P0160,2,0.15
O05211,P0064,4,0.0
O05212,P0057,1,0.0
O05213,P0104,1,0.0
O05214,P0022,1,0.05
O05214,P0144,1,0.05
O05214,P0076,1,0.05
O05214,P0160,1,0.05
O05215,P0145,1,0.05
O05216,P0037,1,0.0
O05216,P0059,1,0.05
O05216,P0043,2,0.15
O05217,P0143,1,0.05
O05218,P0164,2,0.0
O05219,P0130,1,0.05
O05219,P0079,2,0.1
O05220,P0106,1,0.0
O05220,P0040,2,0.05
O05220,P0137,3,0.0
O05221,P0092,3,0.05
O05222,P0101,2,0.05
O05222,P0011,2,0.2
O05223,P0008,2,0.0
O05224,P0185,1,0.0
O05224,P0157,1,0.0
O05224,P0118,1,0.15
O05224,P0119,3,0.1
O05225,P0064,4,0.0
O05225,P0151,1,0.0
O05226,P0181,1,0.05
O05226,P0096,2,0.0
O05226,P0137,3,0.1
O05227,P0035,2,0.15
O05227,P0094,1,0.1
O05228,P0156,3,0.05
O05228,P0106,1,0.1
O05229,P0170,3,0.15
O05229,P0081,4,0.05
O05230,P0019,2,0.1
O05231,P0071,3,0.15
O05231,P0072,1,0.0
O05231,P0112,3,0.05
O05231,P0150,1,0.0
O05232,P0115,1,0.0
O05233,P0018,1,0.0
O05233,P0193,2,0.05
O05233,P0109,1,0.0
O05233,P0165,1,0.0
O05234,P0192,2,0.0
O05235,P0095,1,0.1
O05235,P0086,2,0.05
O05236,P0042,2,0.05
O05236,P0084,2,0.0
O05237,P0176,4,0.0
O05237,P0188,1,0.05
O05238,P0026,1,0.05
O05238,P0125,1,0.05
O05239,P0025,4,0.0
O05239,P0092,2,0.05
O05240,P0114,2,0.05
O05240,P0031,2,0.1
O05240,P0110,2,0.0
O05241,P0183,1,0.0
O05241,P0135,1,0.1
O05242,P0177,2,0.1
O05242,P0002,1,0.05
O05242,P0134,2,0.05
O05243,P0014,3,0.05
O05243,P0058,3,0.0
O05244,P0117,1,0.1
O05244,P0050,2,0.15
O05244,P0093,1,0.1
O05245,P0061,1,0.0
O05245,P0146,2,0.1
O05246,P0198,3,0.2
O05247,P0194,2,0.15
O05247,P0140,1,0.1
O05248,P0158,4,0.0
O05248,P0028,1,0.0
O05249,P0080,3,0.05
O05249,P0143,1,0.05
O05249,P0176,1,0.1
O05250,P0018,4,0.05
O05250,P0116,3,0.0
O05251,P0130,2,0.1
O05252,P0032,4,0.0
O05253,P0101,3,0.1
O05253,P0173,1,0.05
O05254,P0101,5,0.0
O05254,P0114,2,0.15
O05255,P0178,2,0.05
O05256,P0101,1,0.05
O05257,P0023,3,0.1
O05257,P0148,2,0.1
O05257,P0033,2,0.05
O05257,P0099,2,0.0
O05258,P0152,2,0.1
O05259,P0088,1,0.15
O05260,P0027,3,0.0
O05260,P0066,3,0.0
O05261,P0169,1,0.0
O05261,P0191,3,0.0
O05261,P0143,1,0.05
O05262,P0144,2,0.0
O05262,P0007,2,0.05
O05262,P0008,2,0.1
O05263,P0148,1,0.2
O05264,P0022,1,0.0
O05265,P0054,1,0.1
O05265,P0012,4,0.0
O05266,P0114,1,0.0
O05267,P0112,3,0.1
O05267,P0192,1,0.1
O05267,P0157,1,0.1
O05268,P0152,4,0.0
O05269,P0103,1,0.05
O05270,P0052,2,0.1
O05270,P0013,2,0.1
O05270,P0003,3,0.0
O05271,P0011,2,0.2
O05272,P0177,2,0.0
O05272,P0116,2,0.05
O05272,P0076,2,0.1
O05272,P0001,1,0.0
O05273,P0040,1,0.0
O05274,P0140,2,0.1
O05274,P0023,2,0.05
O05274,P0114,2,0.05
O05275,P0041,3,0.05
O05275,P0078,3,0.05
O05276,P0023,1,0.0
O05276,P0152,1,0.15
O05277,P0138,1,0.2
O05278,P0168,1,0.15
O05279,P0040,4,0.1
O05279,P0009,3,0.1
O05279,P0092,2,0.0
O05280,P0185,2,0.05
O05280,P0080,1,0.0
O05280,P0039,3,0.0
O05280,P0157,2,0.05
O05281,P0190,1,0.0
O05282,P0057,1,0.1
O05283,P0071,1,0.1
O05284,P0180,2,0.1
O05285,P0146,3,0.0
O05286,P0041,2,0.0
O05287,P0092,1,0.0
O05287,P0171,1,0.1
O05288,P0072,1,0.05
O05288,P0200,1,0.05
O05289,P0037,2,0.1
O05290,P0157,1,0.05
O05290,P0062,2,0.1
O05291,P0014,1,0.05
O05291,P0185,2,0.15
O05291,P0040,1,0.05
O05291,P0057,2,0.1
O05292,P0058,2,0.05
O05292,P0148,5,0.05
O05292,P0071,1,0.1
O05293,P0104,4,0.1
O05293,P0121,1,0.0
O05294,P0107,1,0.0
O05294,P0056,2,0.0
O05294,P0043,1,0.05
O05294,P0146,5,0.0
O05295,P0179,1,0.2
O05296,P0168,2,0.0
O05297,P0027,4,0.0
O05298,P0021,3,0.1
O05298,P0110,1,0.0
O05298,P0042,3,0.0
O05299,P0084,4,0.0
O05299,P0171,1,0.0
O05300,P0114,3,0.0
O05300,P0028,1,0.05
O05301,P0063,3,0.15
O05302,P0040,4,0.1
O05303,P0024,1,0.0
O05304,P0128,2,0.0
O05305,P0146,2,0.15
O05305,P0157,2,0.0
O05305,P0132,2,0.0
O05306,P0089,1,0.0
O05306,P0108,2,0.0
O05306,P0075,5,0.05
O05307,P0157,2,0.05
O05307,P0107,1,0.1
O05307,P0016,2,0.05
O05308,P0077,3,0.1
O05308,P0029,2,0.0
O05308,P0003,1,0.05
O05309,P0196,1,0.05
O05309,P0084,1,0.0
O05310,P0100,2,0.1
O05310,P0078,1,0.15
O05310,P0066,2,0.0
O05311,P0134,3,0.05
O05311,P0124,2,0.0
O05312,P0184,5,0.0
O05312,P0001,2,0.2
O05313,P0060,5,0.05
O05313,P0067,3,0.0
O05314,P0009,2,0.0
O05314,P0052,1,0.0
O05315,P0156,2,0.15
O05316,P0192,1,0.05
O05316,P0068,1,0.1
O05316,P0020,1,0.05
O05316,P0029,5,0.0
O05317,P0112,2,0.05
O05317,P0145,1,0.05
O05317,P0065,4,0.2
O05317,P0153,3,0.0
O05318,P0022,1,0.15
O05318,P0184,2,0.0
O05319,P0097,4,0.1
O05319,P0138,4,0.15
O05319,P0193,2,0.1
O05320,P0159,2,0.0
O05320,P0128,1,0.05
O05321,P0172,1,0.05
O05322,P0016,2,0.0
O05322,P0003,2,0.0
O05323,P0174,3,0.1
O05324,P0171,1,0.05
O05324,P0072,2,0.05
O05325,P0194,5,0.1
O05325,P0056,1,0.15
O05325,P0050,2,0.05
O05326,P0179,1,0.05
O05326,P0045,1,0.0
O05327,P0130,4,0.1
O05327,P0030,1,0.05
O05328,P0125,4,0.1
O05328,P0011,1,0.0
O05329,P0044,1,0.0
O05330,P0107,3,0.0
O05330,P0002,3,0.0
O05331,P0190,2,0.0
O05332,P0156,2,0.05
O05332,P0049,1,0.15
O05332,P0135,3,0.05
O05333,P0193,4,0.15
O05333,P0161,1,0.05
O05334,P0029,3,0.1
O05334,P0012,3,0.0
O05335,P0027,3,0.05
O05335,P0178,2,0.0
O05336,P0138,5,0.05
O05336,P0076,1,0.05
O05337,P0199,5,0.1
O05337,P0094,1,0.0
O05337,P0113,2,0.05
O05338,P0058,1,0.05
O05339,P0128,4,0.05
O05340,P0108,2,0.0
O05341,P0026,1,0.0
O05341,P0075,1,0.05
O05341,P0105,2,0.0
O05342,P0051,1,0.05
O05342,P0155,1,0.05
O05342,P0109,1,0.05
O05343,P0148,3,0.15
O05343,P0194,1,0.0
O05344,P0112,1,0.05
O05345,P0129,2,0.1
O05345,P0003,3,0.05
O05346,P0037,1,0.0
O05347,P0076,1,0.0
O05347,P0185,3,0.0
O05348,P0040,3,0.15
O05348,P0168,1,0.0
O05349,P0102,2,0.2
O05349,P0064,1,0.05
O05350,P0084,2,0.2
O05350,P0115,1,0.15
O05351,P0189,2,0.0
O05351,P0182,2,0.0
O05352,P0160,1,0.15
O05353,P0154,1,0.1
O05353,P0165,1,0.05
O05353,P0019,2,0.0
O05354,P0143,1,0.0
O05354,P0079,2,0.15
O05355,P0062,1,0.0
O05356,P0153,2,0.15
O05356,P0115,1,0.05
O05357,P0110,2,0.1
O05358,P0162,3,0.1
O05358,P0103,2,0.05
O05359,P0161,2,0.0
O05359,P0094,1,0.0
O05360,P0115,4,0.05
O05360,P0176,1,0.0
O05361,P0151,2,0.15
O05362,P0090,1,0.0
O05363,P0008,2,0.1
O05363,P0152,4,0.1
O05364,P0131,1,0.2
O05364,P0165,1,0.05
O05364,P0104,1,0.0
O05365,P0127,1,0.05
O05365,P0030,3,0.1
O05366,P0175,4,0.0
O05367,P0195,2,0.0
O05367,P0102,1,0.0
O05368,P0144,1,0.0
O05368,P0032,2,0.0
O05368,P0012,4,0.1
O05369,P0165,1,0.15
O05369,P0055,1,0.1
O05370,P0192,1,0.0
O05370,P0194,1,0.15
O05371,P0081,1,0.0
O05372,P0123,4,0.05
O05373,P0145,1,0.15
O05373,P0008,2,0.1
O05374,P0184,1,0.0
O05374,P0005,2,0.0
O05375,P0017,1,0.05
O05375,P0066,1,0.0
O05376,P0052,3,0.05
O05376,P0174,2,0.1
O05376,P0027,1,0.05
O05377,P0055,2,0.0
O05378,P0018,4,0.05
O05379,P0037,2,0.0
O05380,P0073,5,0.05
O05381,P0011,2,0.0
O05381,P0157,1,0.0
O05382,P0060,3,0.0
O05383,P0070,1,0.0
O05384,P0075,1,0.0
O05384,P0195,4,0.05
O05385,P0190,2,0.05
O05385,P0193,1,0.0
O05386,P0029,1,0.0
O05387,P0168,4,0.2
O05387,P0163,1,0.05
O05388,P0068,2,0.1
O05388,P0139,1,0.05
O05389,P0159,1,0.05
O05389,P0022,1,0.15
O05390,P0077,1,0.0
O05390,P0032,2,0.0
O05390,P0015,2,0.0
O05391,P0141,4,0.15
O05391,P0055,1,0.0
O05392,P0085,1,0.05
O05392,P0146,1,0.0
O05392,P0061,2,0.05
O05393,P0018,2,0.05
O05393,P0121,2,0.0
O05393,P0136,1,0.0
O05394,P0039,1,0.1
O05394,P0049,2,0.05
O05395,P0004,1,0.0
O05395,P0010,1,0.0
O05396,P0004,2,0.0
O05396,P0012,2,0.05
O05396,P0162,2,0.15
O05397,P0132,2,0.15
O05398,P0188,3,0.0
O05398,P0199,2,0.05
O05398,P0053,2,0.0
O05398,P0123,3,0.0
O05399,P0136,2,0.05
O05399,P0066,2,0.15
O05399,P0155,1,0.2
O05399,P0103,1,0.1
O05400,P0184,3,0.2
O05400,P0095,2,0.05
O05401,P0180,1,0.0
O05401,P0086,1,0.1
O05402,P0144,1,0.1
O05403,P0081,2,0.05
O05403,P0065,1,0.05
O05404,P0182,1,0.0
O05404,P0162,2,0.15
O05404,P0110,1,0.05
O05404,P0008,2,0.1
O05405,P0141,2,0.15
O05406,P0154,1,0.0
O05406,P0164,2,0.05
O05406,P0016,4,0.0
O05406,P0184,1,0.0
O05407,P0056,1,0.0
O05408,P0113,1,0.0
O05408,P0081,4,0.15
O05409,P0096,2,0.15
O05410,P0037,2,0.05
O05410,P0120,4,0.05
O05411,P0119,1,0.0
O05412,P0184,2,0.0
O05412,P0122,2,0.1
O05413,P0046,1,0.0
O05413,P0095,2,0.0
O05414,P0032,1,0.1
O05414,P0189,2,0.05
O05414,P0163,2,0.15
O05415,P0020,1,0.0
O05416,P0041,2,0.05
O05417,P0010,2,0.0
O05418,P0186,2,0.15
O05418,P0170,2,0.15
O05418,P0095,5,0.1
O05419,P0098,2,0.05
O05419,P0191,2,0.1
O05420,P0076,5,0.15
O05420,P0179,1,0.1
O05420,P0045,3,0.0
O05421,P0085,1,0.0
O05421,P0064,2,0.0
O05421,P0195,1,0.05
O05421,P0150,2,0.0
O05422,P0033,1,0.0
O05423,P0124,4,0.1
O05423,P0149,2,0.1
O05423,P0038,1,0.0
O05424,P0189,1,0.0
O05424,P0077,1,0.1
O05425,P0104,2,0.0
O05425,P0109,1,0.0
O05426,P0062,1,0.0
O05427,P0013,1,0.05
O05427,P0002,2,0.0
O05427,P0075,1,0.0
O05428,P0113,1,0.05
O05428,P0018,1,0.05
O05428,P0042,3,0.1
O05429,P0043,2,0.0
O05429,P0101,4,0.05
O05430,P0082,1,0.0
O05430,P0151,1,0.1
O05430,P0087,1,0.0
O05431,P0103,1,0.05
O05431,P0147,3,0.1
O05431,P0195,3,0.05
O05432,P0033,2,0.0
O05432,P0137,3,0.0
O05432,P0083,1,0.15
O05433,P0084,3,0.05
O05434,P0196,2,0.1
O05434,P0163,1,0.05
O05434,P0169,1,0.15
O05435,P0025,4,0.05
O05435,P0049,1,0.15
O05436,P0108,4,0.1
O05436,P0191,4,0.1
O05436,P0028,1,0.1
O05437,P0142,3,0.05
O05437,P0149,1,0.0
O05438,P0095,4,0.15
O05438,P0065,1,0.05
O05439,P0096,2,0.15
O05439,P0044,1,0.1
O05440,P0141,1,0.1
O05440,P0062,1,0.1
O05441,P0065,2,0.05
O05442,P0064,3,0.05
O05443,P0142,4,0.0
O05443,P0111,2,0.0
O05444,P0135,3,0.15
O05445,P0139,2,0.05
O05446,P0069,1,0.1
O05446,P0125,2,0.05
O05446,P0092,1,0.0
O05447,P0008,1,0.05
O05448,P0047,1,0.05
O05449,P0172,2,0.2
O05450,P0025,1,0.0
O05451,P0190,1,0.05
O05452,P0197,1,0.0
O05452,P0036,1,0.0
O05453,P0020,1,0.0
O05454,P0117,2,0.15
O05455,P0026,1,0.0
O05456,P0123,2,0.0
O05457,P0181,2,0.0
O05457,P0155,2,0.1
O05458,P0028,1,0.05
O05459,P0009,2,0.05
O05459,P0007,2,0.0
O05459,P0091,1,0.15
O05460,P0020,2,0.05
O05460,P0119,3,0.05
O05461,P0186,1,0.0
O05461,P0024,1,0.0
O05462,P0037,1,0.2
O05462,P0184,2,0.0
O05463,P0037,1,0.0
O05464,P0178,1,0.1
O05465,P0070,4,0.05
O05465,P0160,2,0.0
O05466,P0050,1,0.0
O05466,P0168,1,0.1
O05466,P0149,1,0.05
O05466,P0066,2,0.15
O05467,P0128,3,0.0
O05468,P0055,3,0.0
O05469,P0191,2,0.0
O05470,P0112,3,0.0
O05470,P0065,2,0.15
O05470,P0001,1,0.05
O05471,P0158,1,0.05
O05471,P0093,1,0.0
O05472,P0050,2,0.15
O05473,P0164,1,0.0
O05473,P0112,2,0.05
O05474,P0021,2,0.1
O05475,P0195,2,0.0
O05475,P0163,1,0.0
O05476,P0040,1,0.15
O05477,P0143,3,0.0
O05477,P0192,1,0.1
O05478,P0139,1,0.15
O05478,P0163,2,0.2
O05478,P0003,1,0.0
O05479,P0151,1,0.0
O05479,P0135,2,0.0
O05480,P0085,2,0.05
O05481,P0187,2,0.15
O05481,P0152,1,0.0
O05482,P0072,3,0.05
O05482,P0185,2,0.05
O05483,P0160,2,0.05
O05483,P0189,4,0.0
O05484,P0024,1,0.0
O05485,P0197,1,0.0
O05485,P0138,1,0.15
O05485,P0128,1,0.0
O05486,P0148,1,0.0
O05486,P0083,1,0.1
O05486,P0166,4,0.05
O05487,P0096,3,0.15
O05487,P0130,1,0.2
O05487,P0053,1,0.05
O05488,P0170,2,0.05
O05488,P0148,4,0.2
O05489,P0021,1,0.0
O05490,P0040,1,0.0
O05490,P0028,2,0.1
O05491,P0135,5,0.2
O05491,P0158,3,0.05
O05491,P0001,3,0.15
O05492,P0199,1,0.1
O05492,P0187,2,0.05
O05493,P0010,5,0.0
O05494,P0079,1,0.1
O05494,P0044,2,0.15
O05494,P0123,4,0.1
O05495,P0023,2,0.0
O05495,P0022,3,0.05
O05496,P0153,3,0.0
O05496,P0166,1,0.1
O05497,P0148,4,0.05
O05497,P0195,4,0.0
O05498,P0199,1,0.1
O05498,P0119,2,0.0
O05499,P0042,2,0.1
O05500,P0154,1,0.05
O05500,P0027,1,0.1
O05500,P0134,1,0.1
O05500,P0011,4,0.0
O05501,P0042,2,0.0
O05502,P0050,2,0.05
O05503,P0025,1,0.05
O05504,P0097,1,0.05
O05504,P0170,3,0.0
O05505,P0193,2,0.15
O05506,P0062,1,0.05
O05506,P0114,1,0.0
O05506,P0026,3,0.05
O05507,P0119,1,0.0
O05508,P0002,1,0.05
O05509,P0137,2,0.05
O05509,P0066,1,0.0
O05510,P0130,1,0.0
O05510,P0085,1,0.2
O05511,P0063,1,0.15
O05511,P0016,5,0.05
O05512,P0134,4,0.0
O05513,P0059,2,0.0
O05514,P0143,3,0.0
O05514,P0164,1,0.2
O05515,P0093,1,0.0
O05515,P0172,1,0.15
O05516,P0007,3,0.1
O05517,P0058,1,0.1
O05517,P0105,1,0.0
O05518,P0042,1,0.05
O05518,P0116,3,0.05
O05519,P0139,2,0.05
O05519,P0142,2,0.15
O05520,P0088,1,0.0
O05520,P0171,1,0.05
O05521,P0031,1,0.2
O05522,P0034,2,0.2
O05523,P0027,2,0.1
O05524,P0113,1,0.05
O05524,P0048,1,0.0
O05524,P0133,3,0.1
O05525,P0071,5,0.05
O05526,P0099,1,0.1
O05526,P0200,1,0.05
O05527,P0005,1,0.1
O05527,P0176,1,0.1
O05528,P0124,1,0.05
O05529,P0085,3,0.0
O05530,P0101,1,0.0
O05530,P0183,2,0.15
O05531,P0078,2,0.0
O05531,P0173,1,0.1
O05532,P0146,2,0.0
O05532,P0187,2,0.0
O05533,P0097,1,0.05
O05533,P0137,1,0.05
O05534,P0165,3,0.0
O05535,P0161,1,0.05
O05536,P0082,1,0.05
O05536,P0086,4,0.0
O05536,P0103,2,0.1
O05537,P0021,3,0.05
O05537,P0127,1,0.0
O05538,P0031,3,0.0
O05538,P0012,2,0.2
O05539,P0167,1,0.05
O05540,P0145,4,0.1
O05540,P0049,1,0.1
O05541,P0007,1,0.1
O05542,P0131,1,0.0
O05542,P0136,1,0.05
O05542,P0038,1,0.1
O05543,P0112,1,0.05
O05543,P0105,1,0.05
O05544,P0138,1,0.05
O05544,P0129,1,0.0
O05545,P0129,2,0.15
O05545,P0123,4,0.05
O05546,P0078,1,0.0
O05546,P0170,1,0.05
O05546,P0032,2,0.0
O05547,P0043,1,0.0
O05547,P0131,2,0.0
O05548,P0180,2,0.05
O05548,P0168,1,0.05
O05548,P0033,4,0.0
O05548,P0052,4,0.1
O05549,P0013,1,0.1
O05550,P0099,1,0.0
O05551,P0056,1,0.1
O05551,P0100,1,0.15
O05551,P0143,2,0.15
O05551,P0147,1,0.0
O05552,P0112,3,0.0
O05552,P0069,2,0.05
O05553,P0061,2,0.15
O05553,P0096,1,0.05
O05553,P0052,5,0.0
O05553,P0160,1,0.0
O05554,P0112,1,0.05
O05555,P0199,1,0.05
O05555,P0018,1,0.0
O05556,P0072,1,0.1
O05557,P0004,1,0.1
O05558,P0143,2,0.15
O05558,P0121,1,0.05
O05558,P0056,2,0.05
O05559,P0149,1,0.1
O05559,P0071,1,0.05
O05559,P0177,1,0.05
O05559,P0120,1,0.1
O05560,P0179,2,0.05
O05560,P0162,3,0.05
O05561,P0027,3,0.1
O05561,P0197,1,0.0
O05562,P0049,1,0.05
O05562,P0184,3,0.0
O05562,P0015,1,0.15
O05563,P0010,2,0.05
O05563,P0128,1,0.05
O05564,P0184,1,0.05
O05564,P0028,2,0.15
O05564,P0196,2,0.1
O05565,P0087,2,0.05
O05565,P0022,1,0.0
O05566,P0068,1,0.0
O05567,P0070,1,0.2
O05567,P0107,1,0.1
O05568,P0175,1,0.0
O05569,P0075,4,0.1
O05569,P0053,1,0.0
O05570,P0065,4,0.05
O05571,P0062,1,0.05
